Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,release_date,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
4509,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451.0,122,G#,Major,2023-01-27,64.0,25.0,89.0,0.0,0.0,15.0,9.0
4514,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199.0,82,145,65,16,1133.0,144,,Major,2023-06-23,77.0,75.0,58.0,52.0,0.0,23.0,25.0
4517,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76,2,49.0,154,F#,Major,2023-01-27,59.0,63.0,89.0,18.0,0.0,80.0,9.0
4518,The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,1282,0,55.0,126,F#,Major,2014-01-01,53.0,66.0,85.0,2.0,0.0,24.0,4.0
4531,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,,150,D#,Minor,2021-07-23,,89.0,70.0,2.0,0.0,5.0,6.0
4532,Reminder,The Weeknd,1,2016,11,25,6518,17,684675814.0,45,85,238,1,47.0,160,G#,Major,2016-11-25,71.0,40.0,50.0,16.0,0.0,16.0,22.0
4536,Rush,Troye Sivan,1,2023,7,13,864,78,22581161.0,71,135,50,1,294.0,126,F,Minor,2023-07-13,74.0,35.0,84.0,0.0,0.0,11.0,6.0
4543,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6.0,158,C#,Major,2022-11-03,65.0,72.0,95.0,31.0,0.0,,5.0
4550,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0.0,161,F#,Minor,2021-04-14,78.0,65.0,52.0,46.0,0.0,12.0,31.0
4555,ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14,0,0.0,100,F#,Major,2022-04-13,87.0,46.0,60.0,1.0,0.0,13.0,16.0
4557,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,3,3,6,0,0.0,143,B,Major,2023-06-02,83.0,25.0,69.0,4.0,0.0,23.0,12.0
4558,ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0.0,142,D,Major,2023-03-03,49.0,48.0,67.0,10.0,0.0,26.0,3.0
4571,Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240.0,105,F#,Major,2022-11-30,95.0,,52.0,3.0,0.0,5.0,16.0
4573,Evergreen (You Didnt Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0.0,82,A,Major,2022-04-08,70.0,31.0,34.0,60.0,1.0,11.0,4.0
4577,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092.0,363,129,3895,0,28.0,79,D,Major,2014-01-01,78.0,58.0,45.0,47.0,0.0,18.0,3.0
4581,QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2024,7,13,437,31,11599388.0,17,29,26,3,208.0,97,,Major,2024-07-13,79.0,92.0,89.0,5.0,0.0,6.0,5.0
4583,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673.0,14,1,13,0,0.0,102,A,Major,2022-08-18,84.0,43.0,75.0,5.0,0.0,6.0,8.0
4587,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2.0,88,G,Minor,2022-12-02,49.0,24.0,66.0,19.0,0.0,,29.0
4588,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79,0,208.0,139,,Major,2022-05-20,58.0,30.0,46.0,14.0,0.0,9.0,3.0
4591,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3.0,105,A#,Minor,2022-10-17,88.0,82.0,80.0,8.0,0.0,11.0,
4594,Overdrive,Post Malone,1,2023,7,14,410,36,14780425.0,36,32,31,1,26.0,140,C#,Major,2023-07-14,56.0,48.0,73.0,0.0,0.0,35.0,4.0
4595,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12.0,111,G#,Major,2021-04-09,77.0,74.0,,30.0,0.0,13.0,3.0
4600,Daylight,Harry Styles,1,2022,5,20,2775,0,290833204.0,21,11,40,0,0.0,146,,Major,2022-05-20,,63.0,45.0,48.0,0.0,18.0,4.0
4601,About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0.0,109,A#,Minor,2022-07-15,84.0,72.0,74.0,10.0,0.0,34.0,7.0
4622,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082.0,38,64,37,3,36.0,97,A,Major,2022-05-06,83.0,47.0,80.0,2.0,0.0,24.0,9.0
4626,Car's Outside,James Arthur,1,2019,10,18,794,10,265882712.0,38,25,61,0,263.0,150,A,Major,2019-10-18,34.0,,56.0,4.0,0.0,11.0,3.0
4635,As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493.0,403,198,863,46,,174,F#,Minor,2022-03-31,52.0,66.0,73.0,34.0,0.0,31.0,6.0
4647,Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668.0,82,0,2946,0,0.0,109,F,Major,2010-01-01,63.0,,85.0,1.0,0.0,9.0,5.0
4649,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,,72,A,Minor,2019-03-07,45.0,27.0,33.0,82.0,0.0,14.0,4.0
4651,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4.0,154,,Major,2022-09-16,64.0,61.0,91.0,15.0,0.0,72.0,4.0
4657,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0.0,127,E,Minor,2022-01-10,60.0,40.0,89.0,9.0,0.0,60.0,6.0
4658,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3.0,115,C#,Major,2013-08-16,60.0,37.0,71.0,8.0,0.0,48.0,4.0
4659,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1.0,107,B,Major,2022-05-20,72.0,36.0,72.0,26.0,6.0,11.0,4.0
4668,ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992.0,67,55,48,0,6.0,148,A,Major,2022-04-08,51.0,27.0,33.0,48.0,0.0,22.0,3.0
4673,METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552.0,18,78,24,0,30.0,175,G,Minor,2021-11-25,59.0,15.0,64.0,43.0,90.0,12.0,10.0
4675,Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836.0,124,133,139,14,166.0,107,F,Minor,2022-05-06,65.0,19.0,72.0,10.0,0.0,13.0,25.0
4688,Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907.0,46,5,51,0,20.0,98,F,Major,2023-04-07,84.0,90.0,70.0,9.0,0.0,14.0,8.0
4695,69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48,2,3.0,93,G#,Major,2023-05-18,79.0,58.0,62.0,11.0,0.0,11.0,23.0
4696,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466.0,17,60,28,1,44.0,90,A,Minor,2023-06-02,60.0,13.0,53.0,4.0,0.0,21.0,4.0
4699,Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054.0,65,48,138,1,102.0,122,F,Major,2020-11-27,67.0,49.0,64.0,10.0,0.0,10.0,3.0
4705,A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800.0,21,20,40,0,0.0,92,,Major,2020-02-29,86.0,89.0,79.0,17.0,0.0,11.0,6.0
4709,Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11.0,140,F#,Major,2022-07-20,91.0,97.0,57.0,38.0,0.0,40.0,29.0
4715,Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11.0,125,E,Minor,2022-06-17,51.0,5.0,68.0,12.0,2.0,15.0,6.0
4720,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1.0,140,C#,Minor,2022-01-17,81.0,6.0,84.0,,23.0,6.0,6.0
4722,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21.0,115,,Major,2022-11-20,71.0,34.0,88.0,16.0,0.0,44.0,4.0
4729,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,209,30,449,0,0.0,115,,Major,1984-11-25,60.0,23.0,57.0,0.0,2.0,27.0,3.0
4737,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194.0,33,57,30,0,11.0,110,A,Major,2022-10-21,66.0,19.0,32.0,69.0,0.0,12.0,4.0
4742,One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350.0,433,107,3631,0,26.0,104,C#,Major,2016-04-04,77.0,36.0,63.0,1.0,0.0,36.0,5.0
4746,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115.0,14,110,9,0,49.0,104,E,Minor,2023-05-01,80.0,38.0,88.0,11.0,0.0,11.0,5.0
4748,Frgil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502.0,19,108,24,9,212.0,150,F#,Major,2023-04-07,61.0,39.0,,37.0,0.0,11.0,3.0
4753,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541.0,45,80,53,8,4.0,178,C#,Minor,2023-02-02,79.0,58.0,78.0,34.0,0.0,11.0,25.0
4756,Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812.0,52,107,15,1,325.0,204,F#,Major,2023-01-31,52.0,52.0,68.0,46.0,0.0,15.0,4.0
4762,The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,10,100,15,1,27.0,125,F,Major,2022-10-28,54.0,22.0,76.0,0.0,0.0,14.0,3.0
4764,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24,0,0.0,150,E,Minor,2022-02-18,65.0,11.0,58.0,0.0,0.0,12.0,9.0
4768,I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226.0,24,98,582,2,73.0,135,,Minor,2013-01-01,76.0,81.0,80.0,20.0,0.0,25.0,4.0
4772,MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,2021-09-10,83.0,40.0,55.0,16.0,0.0,14.0,23.0
4774,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3.0,146,F,Minor,2021-09-03,85.0,22.0,37.0,13.0,0.0,7.0,30.0
4780,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0.0,162,F#,Minor,2011-01-01,67.0,88.0,54.0,51.0,0.0,9.0,4.0
4785,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,,119,D,Major,1957-01-01,74.0,78.0,37.0,84.0,0.0,6.0,3.0
4790,I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0.0,170,A#,Major,2021-11-18,65.0,46.0,47.0,12.0,0.0,13.0,16.0
4799,Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54.0,120,A,Major,2023-02-14,91.0,63.0,58.0,52.0,0.0,31.0,22.0
4800,Otro Atardecer,"Bad Bunny, The Marï",2,2022,5,6,1681,7,319546754.0,10,30,13,0,33.0,108,D,Major,2022-05-06,78.0,55.0,60.0,59.0,0.0,,4.0
4804,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0.0,92,G#,Major,2022-02-17,59.0,62.0,60.0,12.0,0.0,5.0,44.0
4818,New Jeans,NewJeans,1,2023,7,7,77,35,29562220.0,8,166,4,4,34.0,134,E,Minor,2023-07-07,81.0,,72.0,51.0,0.0,12.0,5.0
4820,fukumean,Gunna,1,2023,5,15,1096,83,95217315.0,60,210,48,11,953.0,130,C#,Minor,2023-05-15,85.0,22.0,62.0,12.0,0.0,28.0,9.0
4821,PROVENZA,Karol G,1,2022,4,21,6587,34,885093467.0,114,104,147,11,20.0,111,C#,Major,2022-04-21,87.0,53.0,52.0,66.0,1.0,11.0,5.0
4823,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,6720,3,99.0,125,F#,Major,1987-01-01,45.0,67.0,90.0,9.0,11.0,10.0,5.0
4828,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,37,88,9,0,14.0,120,A,Major,2022-05-13,73.0,64.0,85.0,25.0,0.0,61.0,3.0
4829,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550.0,372,117,843,4,69.0,90,D,Major,2018-10-09,76.0,91.0,50.0,54.0,0.0,7.0,5.0
4830,Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108.0,87,86,74,1,16.0,67,C#,Minor,2023-02-24,53.0,50.0,53.0,23.0,0.0,44.0,7.0
4835,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,231,37,1509,0,13.0,99,A#,Major,2016-09-09,51.0,94.0,34.0,73.0,0.0,10.0,5.0
4837,I AM,IVE,1,2023,4,10,366,15,123132751.0,16,102,7,0,55.0,122,E,Minor,2023-04-10,68.0,38.0,88.0,1.0,,,5.0
4840,Layla,"Schrze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24,1,0.0,140,F,Minor,2022-03-24,44.0,41.0,92.0,0.0,0.0,44.0,7.0
4841,Min,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0.0,92,D,Major,2021-04-29,85.0,92.0,54.0,16.0,0.0,29.0,7.0
4849,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2,0,0.0,157,A,Major,2022-07-01,88.0,52.0,69.0,0.0,0.0,8.0,
4850,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,6808,2,0.0,105,D#,Minor,2000-10-24,,40.0,90.0,1.0,0.0,32.0,6.0
4852,Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24.0,80,A,Major,2021-12-17,76.0,92.0,62.0,6.0,0.0,8.0,13.0
4853,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537.0,26,52,10,0,95.0,130,G,Major,2022-11-04,77.0,20.0,70.0,1.0,0.0,16.0,5.0
4856,HAPPY,NF,1,2023,3,25,660,0,52722996.0,22,7,11,0,78.0,106,G,Major,2023-03-25,73.0,22.0,86.0,31.0,0.0,12.0,
4859,REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.0,20,8,15,0,6.0,87,F,Minor,2023-03-17,65.0,71.0,56.0,4.0,0.0,15.0,20.0
4860,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,1663,0,0.0,92,G,Major,1995-12-28,77.0,76.0,84.0,3.0,0.0,38.0,4.0
4861,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215.0,5,9,5,0,0.0,145,B,Minor,2023-05-04,54.0,19.0,48.0,36.0,0.0,37.0,5.0
4870,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,,120,,Minor,2021-10-22,56.0,16.0,67.0,0.0,0.0,11.0,4.0
4871,PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1.0,140,F#,Major,2023-02-23,86.0,68.0,79.0,39.0,0.0,11.0,29.0
4881,En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612.0,29,26,17,0,0.0,97,C#,Major,2022-10-20,82.0,67.0,77.0,8.0,0.0,12.0,5.0
4889,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13.0,125,A#,Minor,2023-01-27,71.0,83.0,89.0,1.0,0.0,17.0,9.0
4893,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0.0,74,A#,Minor,2023-05-01,53.0,24.0,67.0,11.0,0.0,10.0,28.0
4896,La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067.0,49,110,66,13,339.0,170,D,Minor,2023-03-17,81.0,56.0,48.0,21.0,0.0,8.0,33.0
4909,Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862.0,45,27,1197,0,43.0,106,G#,Major,1991-09-24,44.0,8.0,20.0,74.0,42.0,11.0,3.0
4912,Calm Down (with Selena Gomez),"Rma, Selena G",2,2022,3,25,7112,77,899183384.0,202,119,318,38,96.0,107,B,Major,2022-03-25,80.0,82.0,80.0,43.0,0.0,14.0,4.0
4913,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1.0,89,D#,Major,2018-09-12,52.0,,,54.0,1.0,19.0,3.0
4914,"Here We Go Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0.0,135,C#,Major,2022-01-07,79.0,56.0,91.0,26.0,0.0,13.0,21.0
4917,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0.0,134,C#,Major,1959-11-16,45.0,72.0,24.0,91.0,0.0,18.0,4.0
4938,Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0.0,110,A#,Major,2022-01-07,63.0,31.0,35.0,93.0,0.0,29.0,3.0
4943,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3,1,0.0,99,G,Minor,2022-07-22,79.0,64.0,59.0,28.0,0.0,11.0,14.0
4944,GAT,"Maldy, Karol G",2,2022,8,25,3328,13,322336177.0,39,50,57,3,1.0,93,B,Minor,2022-08-25,63.0,34.0,86.0,26.0,0.0,21.0,39.0
4945,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784.0,161,115,246,9,638.0,143,A,Major,2023-03-10,,31.0,87.0,4.0,4.0,8.0,4.0
4950,Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51.0,134,F#,Minor,2022-12-19,81.0,,64.0,3.0,0.0,10.0,11.0
4951,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240.0,53,120,62,0,2.0,110,,Major,2022-09-16,82.0,67.0,,0.0,0.0,18.0,4.0
4957,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10,6,15.0,138,G,Minor,2023-01-23,78.0,89.0,83.0,10.0,0.0,12.0,5.0
4969,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195.0,16,81,23,0,0.0,130,E,Major,2022-04-29,91.0,91.0,96.0,3.0,0.0,3.0,9.0
4974,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19.0,137,C#,Minor,2023-02-23,84.0,44.0,67.0,8.0,0.0,11.0,6.0
4979,RUMBAT,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1.0,95,D#,Minor,2022-03-25,69.0,90.0,91.0,6.0,0.0,35.0,4.0
4986,BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,8,5,2,0,0.0,142,F,Minor,2022-11-04,85.0,40.0,43.0,4.0,0.0,39.0,
4989,En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403.0,3,31,2,1,0.0,139,D#,Minor,2022-12-24,70.0,77.0,48.0,37.0,0.0,12.0,
4991,Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,91,212,78,6,0.0,120,B,Minor,2023-02-24,80.0,85.0,74.0,,0.0,,9.0
4994,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812.0,1,50,19,0,19.0,139,A,Minor,2020-02-10,48.0,37.0,41.0,32.0,0.0,10.0,10.0
4997,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024.0,4,45,11,2,24.0,89,G,Minor,2023-04-07,73.0,44.0,57.0,39.0,0.0,32.0,6.0
